term,usCite,caseTitle,audioTitle,docket,dateArgument,dateDecision,url,file,urlOyez,notes
"1972","413 U.S. 825","Sloan v. Lemon","Oral Argument - April 16, 1973","72-459","1973-04-16","1973-06-25","https://api.oyez.org/case_media/oral_argument_audio/17844","/sources/oyez/transcripts/_files/1972/72-459_17844_argument.json","https://api.oyez.org/cases/1972/72-459",""
"1972","413 U.S. 756","Committee for Public Education & Religious Liberty v. Nyquist","Oral Argument - April 16, 1973","72-694","1973-04-16","1973-06-25","https://api.oyez.org/case_media/oral_argument_audio/16668","/sources/oyez/transcripts/_files/1972/72-694_16668_argument.json","https://api.oyez.org/cases/1972/72-694",""
"1972","412 U.S. 609","Weinberger v. Hynson, Westcott & Dunning, Inc.","Oral Argument - April 17, 1973","72-394","1973-04-17","1973-06-18","https://api.oyez.org/case_media/oral_argument_audio/16134","/sources/oyez/transcripts/_files/1972/72-394_16134_argument.json","https://api.oyez.org/cases/1972/72-394",""
"1972","412 U.S. 609","Weinberger v. Hynson, Westcott & Dunning, Inc.","Oral Argument - April 17, 1973","72-394","1973-04-17","1973-06-18","https://api.oyez.org/case_media/oral_argument_audio/23829","/sources/oyez/transcripts/_files/1972/72-394_23829_argument.json","https://api.oyez.org/cases/1972/72-394",""
"1972","412 U.S. 640","CIBA Corporation v. Weinberger","Oral argument","72-528","1973-04-17","1973-06-18","https://api.oyez.org/case_media/oral_argument_audio/23755","/sources/oyez/transcripts/_files/1972/72-528_23755_argument.json","https://api.oyez.org/cases/1972/72-528",""
"1972","412 U.S. 640","CIBA Corporation v. Weinberger","Oral Argument - April 17, 1973","72-528","1973-04-17","1973-06-18","https://api.oyez.org/case_media/oral_argument_audio/23825","/sources/oyez/transcripts/_files/1972/72-528_23825_argument.json","https://api.oyez.org/cases/1972/72-528",""
"1972","412 U.S. 645","Weinberger v. Bentex Pharmaceuticals, Inc.","Oral Argument - April 17, 1973","72-555","1973-04-17","1973-06-18","https://api.oyez.org/case_media/oral_argument_audio/23802","/sources/oyez/transcripts/_files/1972/72-555_23802_argument.json","https://api.oyez.org/cases/1972/72-555",""
"1972","412 U.S. 655","USV Pharmaceutical Corporation v. Weinberger","Oral argument","72-666","1973-04-17","1973-06-18","https://api.oyez.org/case_media/oral_argument_audio/23756","/sources/oyez/transcripts/_files/1972/72-666_23756_argument.json","https://api.oyez.org/cases/1972/72-666",""
"1972","412 U.S. 655","USV Pharmaceutical Corporation v. Weinberger","Oral Argument - April 17, 1973","72-666","1973-04-17","1973-06-18","https://api.oyez.org/case_media/oral_argument_audio/23874","/sources/oyez/transcripts/_files/1972/72-666_23874_argument.json","https://api.oyez.org/cases/1972/72-666",""
"1972","413 U.S. 405","New York Department of Social Services v. Dublino","Oral Argument - April 17, 1973","72-792","1973-04-17","1973-06-21","https://api.oyez.org/case_media/oral_argument_audio/17880","/sources/oyez/transcripts/_files/1972/72-792_17880_argument.json","https://api.oyez.org/cases/1972/72-792",""
"1972","412 U.S. 391","United States v. Mason","Oral Argument - April 18, 1973","72-654","1973-04-18","1973-06-04","https://api.oyez.org/case_media/oral_argument_audio/16003","/sources/oyez/transcripts/_files/1972/72-654_16003_argument.json","https://api.oyez.org/cases/1972/72-654",""
"1972","412 U.S. 507","City of Kenosha v. Bruno","Oral Argument - April 18, 1973","72-658","1973-04-18","1973-06-11","https://api.oyez.org/case_media/oral_argument_audio/16607","/sources/oyez/transcripts/_files/1972/72-658_16607_argument.json","https://api.oyez.org/cases/1972/72-658",""
"1972","413 U.S. 405","New York Department of Social Services v. Dublino","Oral Argument - April 18, 1973","72-792","1973-04-18","1973-06-21","https://api.oyez.org/case_media/oral_argument_audio/17255","/sources/oyez/transcripts/_files/1972/72-792_17255_argument.json","https://api.oyez.org/cases/1972/72-792",""
"1972","412 U.S. 541","Fri v. Sierra Club","Oral Argument - April 18, 1973","72-804","1973-04-18","1973-06-11","https://api.oyez.org/case_media/oral_argument_audio/16604","/sources/oyez/transcripts/_files/1972/72-804_16604_argument.json","https://api.oyez.org/cases/1972/72-804",""
"1972","413 U.S. 528","United States Department of Agriculture v. Moreno","Oral Argument - April 23, 1973","72-534","1973-04-23","1973-06-25","https://api.oyez.org/case_media/oral_argument_audio/16784","/sources/oyez/transcripts/_files/1972/72-534_16784_argument.json","https://api.oyez.org/cases/1972/72-534",""
"1972","412 U.S. 92","School Bd. of Richmond v. State Bd. of Ed. of Va.","Oral Argument - April 23, 1973","72-549","1973-04-23","1973-05-21","https://api.oyez.org/case_media/oral_argument_audio/16101","/sources/oyez/transcripts/_files/1972/72-549_16101_argument.json","https://api.oyez.org/cases/1972/72-549",""
"1972","413 U.S. 508","United States Dept. of Agriculture v. Murry","Oral Argument - April 23, 1973","72-848","1973-04-23","1973-06-25","https://api.oyez.org/case_media/oral_argument_audio/15674","/sources/oyez/transcripts/_files/1972/72-848_15674_argument.json","https://api.oyez.org/cases/1972/72-848",""
"1972","412 U.S. 434","Strunk v. United States","Oral Argument - April 24, 1973","72-5521","1973-04-24","1973-06-11","https://api.oyez.org/case_media/oral_argument_audio/16373","/sources/oyez/transcripts/_files/1972/72-5521_16373_argument.json","https://api.oyez.org/cases/1972/72-5521",""
"1972","412 U.S. 521","Logue v. United States","Oral Argument - April 24, 1973","72-656","1973-04-24","1973-06-11","https://api.oyez.org/case_media/oral_argument_audio/16439","/sources/oyez/transcripts/_files/1972/72-656_16439_argument.json","https://api.oyez.org/cases/1972/72-656",""
"1973","414 U.S. 51","Kusper v. Pontikes","Oral Argument - October 09, 1973","71-1631","1973-10-09","1973-11-19","https://api.oyez.org/case_media/oral_argument_audio/17225","/sources/oyez/transcripts/_files/1973/71-1631_17225_argument.json","https://api.oyez.org/cases/1973/71-1631",""
"1973","414 U.S. 260","Gustafson v. Florida","Oral Argument - October 09, 1973","71-1669","1973-10-09","1973-12-11","https://api.oyez.org/case_media/oral_argument_audio/16565","/sources/oyez/transcripts/_files/1973/71-1669_16565_argument.json","https://api.oyez.org/cases/1973/71-1669",""
"1973","415 U.S. 709","Lubin v. Panish","Oral Argument - October 09, 1973","71-6852","1973-10-09","1974-03-26","https://api.oyez.org/case_media/oral_argument_audio/16929","/sources/oyez/transcripts/_files/1973/71-6852_16929_argument.json","https://api.oyez.org/cases/1973/71-6852",""
"1973","414 U.S. 117","Merrill Lynch, Pierce, Fenner & Smith, Inc. v. Ware","Oral Argument - October 09, 1973","72-312","1973-10-09","1973-12-04","https://api.oyez.org/case_media/oral_argument_audio/17355","/sources/oyez/transcripts/_files/1973/72-312_17355_argument.json","https://api.oyez.org/cases/1973/72-312",""
"1973","414 U.S. 218","United States v. Robinson","Oral Argument - October 09, 1973","72-936","1973-10-09","1973-12-11","https://api.oyez.org/case_media/oral_argument_audio/15656","/sources/oyez/transcripts/_files/1973/72-936_15656_argument.json","https://api.oyez.org/cases/1973/72-936",""
"1973","414 U.S. 117","Merrill Lynch, Pierce, Fenner & Smith, Inc. v. Ware","Oral Argument - October 10, 1973","72-312","1973-10-10","1973-12-04","https://api.oyez.org/case_media/oral_argument_audio/16763","/sources/oyez/transcripts/_files/1973/72-312_16763_argument.json","https://api.oyez.org/cases/1973/72-312",""
"1973","414 U.S. 70","Lefkowitz v. Turley","Oral Argument - October 10, 1973","72-331","1973-10-10","1973-11-19","https://api.oyez.org/case_media/oral_argument_audio/17801","/sources/oyez/transcripts/_files/1973/72-331_17801_argument.json","https://api.oyez.org/cases/1973/72-331",""
"1973","414 U.S. 44","Department of Game of Washington v. Puyallup Tribe","Oral Argument - October 10, 1973","72-481","1973-10-10","1973-11-19","https://api.oyez.org/case_media/oral_argument_audio/17433","/sources/oyez/transcripts/_files/1973/72-481_17433_argument.json","https://api.oyez.org/cases/1973/72-481",""
"1973","414 U.S. 86","Espinoza v. Farah Manufacturing Company, Inc.","Oral Argument - October 10, 1973","72-671","1973-10-10","1973-11-19","https://api.oyez.org/case_media/oral_argument_audio/16790","/sources/oyez/transcripts/_files/1973/72-671_16790_argument.json","https://api.oyez.org/cases/1973/72-671",""
"1973","418 U.S. 166","United States v. Richardson","Oral Argument - October 10, 1973","72-885","1973-10-10","1974-06-25","https://api.oyez.org/case_media/oral_argument_audio/17393","/sources/oyez/transcripts/_files/1973/72-885_17393_argument.json","https://api.oyez.org/cases/1973/72-885",""
"1973","414 U.S. 86","Espinoza v. Farah Manufacturing Company, Inc.","Oral Argument - October 11, 1973","72-671","1973-10-11","1973-11-19","https://api.oyez.org/case_media/oral_argument_audio/17121","/sources/oyez/transcripts/_files/1973/72-671_17121_argument.json","https://api.oyez.org/cases/1973/72-671",""
"1973","414 U.S. 168","Golden State Bottling Company, Inc. v. National Labor Relations Board","Oral Argument - October 11, 1973","72-702","1973-10-11","1973-12-05","https://api.oyez.org/case_media/oral_argument_audio/17028","/sources/oyez/transcripts/_files/1973/72-702_17028_argument.json","https://api.oyez.org/cases/1973/72-702",""
"1973","414 U.S. 338","United States v. Calandra","Oral Argument - October 11, 1973 (Part 1)","72-734","1973-10-11","1974-01-08","https://api.oyez.org/case_media/oral_argument_audio/23869","/sources/oyez/transcripts/_files/1973/72-734_23869_argument.json","https://api.oyez.org/cases/1973/72-734",""
"1973","414 U.S. 338","United States v. Calandra","Oral Argument - October 11, 1973 (Part 2)","72-734","1973-10-11","1974-01-08","https://api.oyez.org/case_media/oral_argument_audio/23809","/sources/oyez/transcripts/_files/1973/72-734_23809_argument.json","https://api.oyez.org/cases/1973/72-734",""
"1973","414 U.S. 190","Falk v. Brennan","Oral Argument - October 11, 1973","72-844","1973-10-11","1973-12-05","https://api.oyez.org/case_media/oral_argument_audio/15876","/sources/oyez/transcripts/_files/1973/72-844_15876_argument.json","https://api.oyez.org/cases/1973/72-844",""
"1973","414 U.S. 313","Bonelli Cattle Company v. Arizona","Oral Argument - October 15, 1973","72-397","1973-10-15","1973-12-17","https://api.oyez.org/case_media/oral_argument_audio/17063","/sources/oyez/transcripts/_files/1973/72-397_17063_argument.json","https://api.oyez.org/cases/1973/72-397",""
"1973","414 U.S. 632","Cleveland Board of Education v. LaFleur","Oral Argument - October 15, 1973","72-777","1973-10-15","1974-01-21","https://api.oyez.org/case_media/oral_argument_audio/16038","/sources/oyez/transcripts/_files/1973/72-777_16038_argument.json","https://api.oyez.org/cases/1973/72-777",""
"1973","414 U.S. 368","Gateway Coal v. United Mine Workers of America","Oral Argument - October 15, 1973","72-782","1973-10-15","1974-01-08","https://api.oyez.org/case_media/oral_argument_audio/16053","/sources/oyez/transcripts/_files/1973/72-782_16053_argument.json","https://api.oyez.org/cases/1973/72-782",""
"1973","414 U.S. 441","Communist Party of Indiana v. Whitcomb","Oral Argument - October 16, 1973","72-1040","1973-10-16","1974-01-09","https://api.oyez.org/case_media/oral_argument_audio/16889","/sources/oyez/transcripts/_files/1973/72-1040_16889_argument.json","https://api.oyez.org/cases/1973/72-1040",""
"1973","414 U.S. 141","Cupp v. Naughten","Oral Argument - October 16, 1973","72-1148","1973-10-16","1973-12-04","https://api.oyez.org/case_media/oral_argument_audio/16719","/sources/oyez/transcripts/_files/1973/72-1148_16719_argument.json","https://api.oyez.org/cases/1973/72-1148",""
"1973","414 U.S. 417","Marshall v. United States","Oral Argument - October 16, 1973","72-5881","1973-10-16","1974-01-09","https://api.oyez.org/case_media/oral_argument_audio/17777","/sources/oyez/transcripts/_files/1973/72-5881_17777_argument.json","https://api.oyez.org/cases/1973/72-5881",""
"1973","414 U.S. 291","Zahn v. International Paper Company","Oral Argument - October 16, 1973","72-888","1973-10-16","1973-12-17","https://api.oyez.org/case_media/oral_argument_audio/17630","/sources/oyez/transcripts/_files/1973/72-888_17630_argument.json","https://api.oyez.org/cases/1973/72-888",""
"1973","414 U.S. 100","Paschall v. Christie-Stewart, Inc.","Oral Argument - October 16, 1973","72-922","1973-10-16","1973-11-19","https://api.oyez.org/case_media/oral_argument_audio/15844","/sources/oyez/transcripts/_files/1973/72-922_15844_argument.json","https://api.oyez.org/cases/1973/72-922",""
"1973","414 U.S. 417","Marshall v. United States","Oral Argument - October 17, 1973","72-5881","1973-10-17","1974-01-09","https://api.oyez.org/case_media/oral_argument_audio/17452","/sources/oyez/transcripts/_files/1973/72-5881_17452_argument.json","https://api.oyez.org/cases/1973/72-5881",""
"1973","415 U.S. 1","Renegotiation Board v. Bannercraft Clothing Company, Inc.","Oral Argument - October 17, 1973","72-822","1973-10-17","1974-02-19","https://api.oyez.org/case_media/oral_argument_audio/15757","/sources/oyez/transcripts/_files/1973/72-822_15757_argument.json","https://api.oyez.org/cases/1973/72-822",""
"1973","414 U.S. 488","O'Shea v. Littleton","Oral Argument - October 17, 1973","72-953","1973-10-17","1974-01-15","https://api.oyez.org/case_media/oral_argument_audio/15864","/sources/oyez/transcripts/_files/1973/72-953_15864_argument.json","https://api.oyez.org/cases/1973/72-953",""
"1973","414 U.S. 514","Spomer v. Littleton","Oral Argument - October 17, 1973","72-955","1973-10-17","1974-01-15","https://api.oyez.org/case_media/oral_argument_audio/15694","/sources/oyez/transcripts/_files/1973/72-955_15694_argument.json","https://api.oyez.org/cases/1973/72-955",""
"1973","415 U.S. 199","Morton v. Ruiz","Oral Argument - November 05, 1973","72-1052","1973-11-05","1974-02-20","https://api.oyez.org/case_media/oral_argument_audio/15781","/sources/oyez/transcripts/_files/1973/72-1052_15781_argument.json","https://api.oyez.org/cases/1973/72-1052",""
"1973","415 U.S. 36","Alexander v. Gardner-Denver Company","Oral Argument - November 05, 1973","72-5847","1973-11-05","1974-02-19","https://api.oyez.org/case_media/oral_argument_audio/17242","/sources/oyez/transcripts/_files/1973/72-5847_17242_argument.json","https://api.oyez.org/cases/1973/72-5847",""
"1973","415 U.S. 724","Storer v. Brown","Oral Argument - November 05, 1973","72-812","1973-11-05","1974-03-25","https://api.oyez.org/case_media/oral_argument_audio/17014","/sources/oyez/transcripts/_files/1973/72-812_17014_argument.json","https://api.oyez.org/cases/1973/72-812",""
"1973","415 U.S. 767","American Party of Texas v. White","Oral Argument - November 05, 1973","72-887","1973-11-05","1974-03-25","https://api.oyez.org/case_media/oral_argument_audio/17064","/sources/oyez/transcripts/_files/1973/72-887_17064_argument.json","https://api.oyez.org/cases/1973/72-887",""
"1973","415 U.S. 199","Morton v. Ruiz","Oral Argument - November 06, 1973","72-1052","1973-11-06","1974-02-20","https://api.oyez.org/case_media/oral_argument_audio/16710","/sources/oyez/transcripts/_files/1973/72-1052_16710_argument.json","https://api.oyez.org/cases/1973/72-1052",""
"1973","414 U.S. 524","O'Brien v. Skinner","Oral Argument - November 06, 1973","72-1058","1973-11-06","1974-01-16","https://api.oyez.org/case_media/oral_argument_audio/17651","/sources/oyez/transcripts/_files/1973/72-1058_17651_argument.json","https://api.oyez.org/cases/1973/72-1058",""
"1973","414 U.S. 156","North Dakota Board of Pharmacy v. Snyder's Drug Stores, Inc.","Oral Argument - November 06, 1973","72-1176","1973-11-06","1973-12-05","https://api.oyez.org/case_media/oral_argument_audio/15924","/sources/oyez/transcripts/_files/1973/72-1176_15924_argument.json","https://api.oyez.org/cases/1973/72-1176",""
"1973","415 U.S. 250","Memorial Hospital v. Maricopa County","Oral Argument - November 06, 1973","72-847","1973-11-06","1974-02-26","https://api.oyez.org/case_media/oral_argument_audio/15695","/sources/oyez/transcripts/_files/1973/72-847_15695_argument.json","https://api.oyez.org/cases/1973/72-847",""
"1973","414 U.S. 661","Oneida Indian Nation of New York v. County of Oneida, New York","Oral Argument - November 06, 1973","72-851","1973-11-06","1974-01-21","https://api.oyez.org/case_media/oral_argument_audio/17356","/sources/oyez/transcripts/_files/1973/72-851_17356_argument.json","https://api.oyez.org/cases/1973/72-851",""
"1973","414 U.S. 573","Sea-Land Services, Inc. v. Gaudet","Oral Argument - November 07, 1973","72-1019","1973-11-07","1974-01-21","https://api.oyez.org/case_media/oral_argument_audio/15974","/sources/oyez/transcripts/_files/1973/72-1019_15974_argument.json","https://api.oyez.org/cases/1973/72-1019",""
"1973","415 U.S. 814","Huddleston v. United States","Oral Argument - November 07, 1973","72-1076","1973-11-07","1974-03-26","https://api.oyez.org/case_media/oral_argument_audio/17465","/sources/oyez/transcripts/_files/1973/72-1076_17465_argument.json","https://api.oyez.org/cases/1973/72-1076",""
"1973","416 U.S. 134","Arnett v. Kennedy","Oral Argument - November 07, 1973","72-1118","1973-11-07","1974-04-16","https://api.oyez.org/case_media/oral_argument_audio/16020","/sources/oyez/transcripts/_files/1973/72-1118_16020_argument.json","https://api.oyez.org/cases/1973/72-1118",""
"1973","414 U.S. 661","Oneida Indian Nation of New York v. County of Oneida, New York","Oral Argument - November 07, 1973","72-851","1973-11-07","1974-01-21","https://api.oyez.org/case_media/oral_argument_audio/16873","/sources/oyez/transcripts/_files/1973/72-851_16873_argument.json","https://api.oyez.org/cases/1973/72-851",""
"1973","414 U.S. 212","Foley v. Blair & Company, Inc.","Oral Argument - November 12, 1973","72-1154","1973-11-12","1973-12-05","https://api.oyez.org/case_media/oral_argument_audio/15970","/sources/oyez/transcripts/_files/1973/72-1154_15970_argument.json","https://api.oyez.org/cases/1973/72-1154",""
"1973","414 U.S. 538","American Pipe & Construction Company v. Utah","Oral Argument - November 12, 1973","72-1195","1973-11-12","1974-01-16","https://api.oyez.org/case_media/oral_argument_audio/17105","/sources/oyez/transcripts/_files/1973/72-1195_17105_argument.json","https://api.oyez.org/cases/1973/72-1195",""
"1973","414 U.S. 270","National Labor Relations Board v. Savair Manufacturing Company","Oral Argument - November 12, 1973","72-1231","1973-11-12","1973-12-17","https://api.oyez.org/case_media/oral_argument_audio/16341","/sources/oyez/transcripts/_files/1973/72-1231_16341_argument.json","https://api.oyez.org/cases/1973/72-1231",""
"1973","415 U.S. 566","Smith v. Goguen","Oral Argument - November 12, 1973","72-1254","1973-11-12","1974-03-25","https://api.oyez.org/case_media/oral_argument_audio/17842","/sources/oyez/transcripts/_files/1973/72-1254_17842_argument.json","https://api.oyez.org/cases/1973/72-1254",""
"1973","414 U.S. 453","National Railroad Passenger Corporation v. National Association of Railroad Passengers","Oral Argument - November 12, 1973","72-1289","1973-11-12","1974-01-09","https://api.oyez.org/case_media/oral_argument_audio/16601","/sources/oyez/transcripts/_files/1973/72-1289_16601_argument.json","https://api.oyez.org/cases/1973/72-1289",""
"1973","416 U.S. 802","Allee v. Medrano","Oral Argument - November 13, 1973","72-1125","1973-11-13","1974-05-20","https://api.oyez.org/case_media/oral_argument_audio/15623","/sources/oyez/transcripts/_files/1973/72-1125_15623_argument.json","https://api.oyez.org/cases/1973/72-1125",""
"1973","414 U.S. 395","United States v. Maze","Oral Argument - November 13, 1973","72-1168","1973-11-13","1974-01-08","https://api.oyez.org/case_media/oral_argument_audio/15812","/sources/oyez/transcripts/_files/1973/72-1168_15812_argument.json","https://api.oyez.org/cases/1973/72-1168",""
"1973","415 U.S. 566","Smith v. Goguen","Oral Argument - November 13, 1973","72-1254","1973-11-13","1974-03-25","https://api.oyez.org/case_media/oral_argument_audio/16615","/sources/oyez/transcripts/_files/1973/72-1254_16615_argument.json","https://api.oyez.org/cases/1973/72-1254",""
"1973","415 U.S. 452","Steffel v. Thompson","Oral Argument - November 13, 1973","72-5581","1973-11-13","1974-03-19","https://api.oyez.org/case_media/oral_argument_audio/15599","/sources/oyez/transcripts/_files/1973/72-5581_15599_argument.json","https://api.oyez.org/cases/1973/72-5581",""
"1973","414 U.S. 614","Christian v. New York Department Of Labor","Oral Argument - November 13, 1973","72-5704","1973-11-13","1974-01-21","https://api.oyez.org/case_media/oral_argument_audio/17146","/sources/oyez/transcripts/_files/1973/72-5704_17146_argument.json","https://api.oyez.org/cases/1973/72-5704",""
"1973","414 U.S. 395","United States v. Maze","Oral Argument - November 14, 1973","72-1168","1973-11-14","1974-01-08","https://api.oyez.org/case_media/oral_argument_audio/17264","/sources/oyez/transcripts/_files/1973/72-1168_17264_argument.json","https://api.oyez.org/cases/1973/72-1168",""
"1973","418 U.S. 264","Old Dominion Branch No. 496, National Association of Letter Carriers, AFL-CIO v. Austin","Oral Argument - November 14, 1973","72-1180","1973-11-14","1974-06-25","https://api.oyez.org/case_media/oral_argument_audio/17212","/sources/oyez/transcripts/_files/1973/72-1180_17212_argument.json","https://api.oyez.org/cases/1973/72-1180",""
"1973","415 U.S. 61","Sampson v. Murray","Oral Argument - November 14, 1973","72-403","1973-11-14","1974-02-19","https://api.oyez.org/case_media/oral_argument_audio/16366","/sources/oyez/transcripts/_files/1973/72-403_16366_argument.json","https://api.oyez.org/cases/1973/72-403",""
"1973","418 U.S. 323","Gertz v. Robert Welch Inc.","Oral Argument - November 14, 1973","72-617","1973-11-14","1974-06-25","https://api.oyez.org/case_media/oral_argument_audio/23822","/sources/oyez/transcripts/_files/1973/72-617_23822_argument.json","https://api.oyez.org/cases/1973/72-617",""
"1973","414 U.S. 51","Kusper v. Pontikes","Opinion Announcement - November 19, 1973","71-1631","1973-11-19","1973-11-19","https://api.oyez.org/case_media/opinion_announcement_audio/17129","/sources/oyez/transcripts/_files/1973/71-1631_17129_decision.json","https://api.oyez.org/cases/1973/71-1631",""
"1973","414 U.S. 70","Lefkowitz v. Turley","Opinion Announcement - November 19, 1973","72-331","1973-11-19","1973-11-19","https://api.oyez.org/case_media/opinion_announcement_audio/16740","/sources/oyez/transcripts/_files/1973/72-331_16740_decision.json","https://api.oyez.org/cases/1973/72-331",""
"1973","414 U.S. 44","Department of Game of Washington v. Puyallup Tribe","Opinion Announcement - November 19, 1973","72-481","1973-11-19","1973-11-19","https://api.oyez.org/case_media/opinion_announcement_audio/17586","/sources/oyez/transcripts/_files/1973/72-481_17586_decision.json","https://api.oyez.org/cases/1973/72-481",""
"1973","414 U.S. 86","Espinoza v. Farah Manufacturing Company, Inc.","Opinion Announcement - November 19, 1973","72-671","1973-11-19","1973-11-19","https://api.oyez.org/case_media/opinion_announcement_audio/16175","/sources/oyez/transcripts/_files/1973/72-671_16175_decision.json","https://api.oyez.org/cases/1973/72-671",""
"1973","414 U.S. 100","Paschall v. Christie-Stewart, Inc.","Opinion Announcement - November 19, 1973","72-922","1973-11-19","1973-11-19","https://api.oyez.org/case_media/opinion_announcement_audio/17884","/sources/oyez/transcripts/_files/1973/72-922_17884_decision.json","https://api.oyez.org/cases/1973/72-922",""
"1973","415 U.S. 104","Windward Shipping (London) Ltd. v. American Radio Association, AFL-CIO","Oral Argument - December 03, 1973","72-1061","1973-12-03","1974-02-19","https://api.oyez.org/case_media/oral_argument_audio/16699","/sources/oyez/transcripts/_files/1973/72-1061_16699_argument.json","https://api.oyez.org/cases/1973/72-1061",""
"1973","415 U.S. 345","Federal Power Commission v. New England Power Company","Oral Argument - December 03, 1973","72-1162","1973-12-03","1974-03-04","https://api.oyez.org/case_media/oral_argument_audio/16229","/sources/oyez/transcripts/_files/1973/72-1162_16229_argument.json","https://api.oyez.org/cases/1973/72-1162",""
"1973","416 U.S. 396","Procunier v. Martinez","Oral Argument - December 03, 1973","72-1465","1973-12-03","1974-04-29","https://api.oyez.org/case_media/oral_argument_audio/17306","/sources/oyez/transcripts/_files/1973/72-1465_17306_argument.json","https://api.oyez.org/cases/1973/72-1465",""
"1973","415 U.S. 352","National Cable Television Assn., Inc. v. United States","Oral Argument - December 03, 1973","72-948","1973-12-03","1974-03-04","https://api.oyez.org/case_media/oral_argument_audio/16871","/sources/oyez/transcripts/_files/1973/72-948_16871_argument.json","https://api.oyez.org/cases/1973/72-948",""
"1973","415 U.S. 189","Curtis v. Loether","Oral Argument - December 04, 1973","72-1035","1973-12-04","1974-02-20","https://api.oyez.org/case_media/oral_argument_audio/15968","/sources/oyez/transcripts/_files/1973/72-1035_15968_argument.json","https://api.oyez.org/cases/1973/72-1035",""
"1973","415 U.S. 104","Windward Shipping (London) Ltd. v. American Radio Association, AFL-CIO","Oral Argument - December 04, 1973","72-1061","1973-12-04","1974-02-19","https://api.oyez.org/case_media/oral_argument_audio/17772","/sources/oyez/transcripts/_files/1973/72-1061_17772_argument.json","https://api.oyez.org/cases/1973/72-1061",""
"1973","414 U.S. 141","Cupp v. Naughten","Opinion Announcement - December 04, 1973","72-1148","1973-12-04","1973-12-04","https://api.oyez.org/case_media/opinion_announcement_audio/17916","/sources/oyez/transcripts/_files/1973/72-1148_17916_decision.json","https://api.oyez.org/cases/1973/72-1148",""
"1973","414 U.S. 117","Merrill Lynch, Pierce, Fenner & Smith, Inc. v. Ware","Opinion Announcement - December 04, 1973","72-312","1973-12-04","1973-12-04","https://api.oyez.org/case_media/opinion_announcement_audio/15996","/sources/oyez/transcripts/_files/1973/72-312_15996_decision.json","https://api.oyez.org/cases/1973/72-312",""
"1973","416 U.S. 600","Mitchell v. W. T. Grant Company","Oral Argument - December 04, 1973","72-6160","1973-12-04","1974-05-13","https://api.oyez.org/case_media/oral_argument_audio/16218","/sources/oyez/transcripts/_files/1973/72-6160_16218_argument.json","https://api.oyez.org/cases/1973/72-6160",""
"1973","416 U.S. 232","Scheuer v. Rhodes","Oral Argument - December 04, 1973","72-914","1973-12-04","1974-04-17","https://api.oyez.org/case_media/oral_argument_audio/16370","/sources/oyez/transcripts/_files/1973/72-914_16370_argument.json","https://api.oyez.org/cases/1973/72-914",""
"1973","416 U.S. 232","Scheuer v. Rhodes","Oral Argument - December 04, 1973","72-914","1973-12-04","1974-04-17","https://api.oyez.org/case_media/oral_argument_audio/18202","/sources/oyez/transcripts/_files/1973/72-914_18202_argument.json","https://api.oyez.org/cases/1973/72-914",""
"1973","415 U.S. 289","Mississippi v. Arkansas","Oral Argument - December 05, 1973","48 Orig.","1973-12-05","1974-02-26","https://api.oyez.org/case_media/oral_argument_audio/17320","/sources/oyez/transcripts/_files/1973/48-orig_17320_argument.json","https://api.oyez.org/cases/1973/48_orig",""
"1973","415 U.S. 189","Curtis v. Loether","Oral Argument - December 05, 1973","72-1035","1973-12-05","1974-02-20","https://api.oyez.org/case_media/oral_argument_audio/15770","/sources/oyez/transcripts/_files/1973/72-1035_15770_argument.json","https://api.oyez.org/cases/1973/72-1035",""
"1973","414 U.S. 212","Foley v. Blair & Company, Inc.","Opinion Announcement - December 05, 1973","72-1154","1973-12-05","1973-12-05","https://api.oyez.org/case_media/opinion_announcement_audio/16844","/sources/oyez/transcripts/_files/1973/72-1154_16844_decision.json","https://api.oyez.org/cases/1973/72-1154",""
"1973","414 U.S. 156","North Dakota Board of Pharmacy v. Snyder's Drug Stores, Inc.","Opinion Announcement - December 05, 1973","72-1176","1973-12-05","1973-12-05","https://api.oyez.org/case_media/opinion_announcement_audio/16868","/sources/oyez/transcripts/_files/1973/72-1176_16868_decision.json","https://api.oyez.org/cases/1973/72-1176",""
"1973","416 U.S. 696","Bradley v. School Board of the City of Richmond","Oral Argument - December 05, 1973","72-1322","1973-12-05","1974-05-15","https://api.oyez.org/case_media/oral_argument_audio/15637","/sources/oyez/transcripts/_files/1973/72-1322_15637_argument.json","https://api.oyez.org/cases/1973/72-1322",""
"1973","415 U.S. 486","United States v. General Dynamics Corporation","Oral Argument - December 05, 1973","72-402","1973-12-05","1974-03-19","https://api.oyez.org/case_media/oral_argument_audio/16088","/sources/oyez/transcripts/_files/1973/72-402_16088_argument.json","https://api.oyez.org/cases/1973/72-402",""
"1973","414 U.S. 168","Golden State Bottling Company, Inc. v. National Labor Relations Board","Opinion Announcement - December 05, 1973","72-702","1973-12-05","1973-12-05","https://api.oyez.org/case_media/opinion_announcement_audio/17872","/sources/oyez/transcripts/_files/1973/72-702_17872_decision.json","https://api.oyez.org/cases/1973/72-702",""
"1973","414 U.S. 190","Falk v. Brennan","Opinion Announcement - December 05, 1973","72-844","1973-12-05","1973-12-05","https://api.oyez.org/case_media/opinion_announcement_audio/17226","/sources/oyez/transcripts/_files/1973/72-844_17226_decision.json","https://api.oyez.org/cases/1973/72-844",""
